Restaurant Name,Reviewer Name,Review Rating,Review Text,Review Date
Ummie's,kerri bartz,5 stars,"My daughter loves their chicken bacon ranch pizza
I love the Philly steak pizza. The flavor on this pizza is out of this world. I get it with no green peppers and half of the onions …",8 months ago
Ummie's,Alexis Laubenthal,5 stars,"Great burgers, beer, service & atmosphere! If you love a good Reuben try the Herman the German!",a year ago
Ummie's,Cuong Huynh,5 stars,Thank you to Rachel and Catie for the wonderful service. We always get friendly service whenever we go to Ummies. We tried the pretzel sticks this time and they were delicious. They didn’t last long!,3 years ago
Ummie's,Phillip Koslosky,5 stars,"I have been here 4 times now and each time has been great. Service and food have always been amazing. Always have some sort of drink and food special going on, helps me not rack up up a huge bill when eating there. Definitely my favorite bar and grill in town!",a year ago
Ummie's,Jennifer Hodge,5 stars,We decided to try this place based on a quick look at their reviews and it was a great choice. The server was super friendly and gave us lots of info about the menu. The nachos were incredibly delicious. I don't usually like lettuce on …,a year ago
Ummie's,Reuben L Correa,5 stars,Nice place for a burger. I sat at the bar and received prompt attention from 3 guys. The food was very good and hot.,6 years ago
Ummie's,Dean Joy,4 stars,"Good service.
Nice selection of burgers and sandwiches.
Cold beverages. …",4 months ago
Ummie's,Kelsea Tufte,5 stars,I loved it here. The place is very welcoming and you pick where you want to sit. I really liked the server too. She was very attentive and did a good job of checking in with us at just the right time. The food was fresh and hot. I really …,2 years ago
Ummie's,Jen Goodman,5 stars,First time here and it was great!  A friend and I both ordered burgers and were not disappointed!  Cooked nicely and flavorful.  The atmosphere is good...its a bar and grill so nothing out of the ordinary.  Our service was great...attentive and friendly.  Check it out!,a year ago
Ummie's,Jackson Newman,5 stars,"We had the best experience at Ummies. The food was delicious and the service was the best. We had a party of 8 which is never simple but our server, Rachel, handled it with ease. She was the best and we can't wait to go back again soon!",a year ago
Ummie's,Scott Stroh,2 stars,"Local business just a few blocks from a local brewery but they embarrassingly only have major distribution beer on tap. If you are going to eat local go somewhere you can drink local too. Very disappointing. The young man serving was great, …",a year ago
Ummie's,Brian Martin,5 stars,"Great time. Our server, Emma, as well as the rest of the staff there, were on top of things taking care of their guests. Nachos were slammin', and beers 🍻 were cold. I had a pleasant experience. Would recommend dining here. …",a year ago
Ummie's,Minne-Bay Packings,4 stars,"Ummie’s is a great place! My only complaint was our server didn’t write anything down and she got almost everyone’s drink and food orders wrong. However, she quickly corrected them and we had a great meal. Their fried mini taco appetizers are amazing.",a year ago
Ummie's,Randall Harder,5 stars,Good food. Good options Will be back,a month ago
Ummie's,Eve Z.,5 stars,"The girls were awesome at multitasking. So friendly and quick! Thanks to the guys in the kitchen, our nachos and dip was yummy!",8 months ago
Ummie's,Melissa Jolly,5 stars,"I just stopped in yesterday for the first time. The food, the service, the presentation, the drinks, we're on point. I live in Minneapolis area and I hope someday we can be lucky enough an Ummies near us. I got two kinds of the wings and they were both the best wings I have ever had, beat b-dub out of the park. Best wings ever!!!!!",a year ago
Ummie's,Jeffrey Hundstad,4 stars,"This is a nice locals bar. The wait staff is very friendly, they know their products. They are helpful when asking for recommendations on food or drink. They include a nice set of local, regional and junk beer. The food is on the buttery …",3 months ago
Ummie's,Ashlyn Swanson,5 stars,"We picked this place at random while driving through and were pleasantly surprised! It was so relaxed, staff was super friendly, food came out quick, delicious and fresh! Really enjoyed our evening all around. :)",a year ago
Ummie's,Rachel Oachs,5 stars,Stopped in on Halloween for supper. Sat up at the bar and had great service. My burger was really good and my tots were perfect. Hubby's fish was a little overdone but still alright. Great local spot!,2 years ago
Ummie's,Mark Trieloff,5 stars,The food and service were both fantastic. They had an excellent beer selection as well. Highly recommend.,10 months ago
Ummie's,Abby Stack,5 stars,"Great service! Good food!
This place is really good for regular bar food and drinks, and EXCELLENT burgers, but is lacking in the dessert portion of the meal. Ordered the ""molten lava …",3 years ago
Ummie's,Tom Shoemaker,5 stars,"Update: 8/3/2022. I had a bacon double cheeseburger w/ tots. She had the fish basket. Once again the meals were more than we could eat and crazy good. The friendly staff made us feel welcome, and our drinks were never empty. Thanks Ummies - …",2 years ago
Ummie's,Grammy F,5 stars,"Fun evening.  Great service.  Bingo, meat raffles and fun!  I love the shrimp tacos!",7 months ago
Ummie's,Martie Renville,5 stars,"This place doesn't look like much, and we were apprehensive when our daughter wanted to go there for her birthday. But don't ever judge a book by its cover! Wonderful food! And THE best Cobb Salad I've ever had, as well as THE BEST Bleu cheese dressing ever!!",3 years ago
Ummie's,Allison Gustad,5 stars,"Great food and great selection of drinks. The staff is friendly and attentive and able to host larger groups. Ummies tea is to die for! They also host events like meat raffles, bingo, etc and are a great place to get drinks and apps for games.",2 years ago
Ummie's,Erika Hellvig,5 stars,Great food and service! We had the pretzel sticks and beer cheese for an appetizer. They were way better than expecting. We also tried  a few of the local beers on tap and they were good too! I had the egg burger and it was great!,6 years ago
Ummie's,Taylor Wills,1 star,"I’m 25, and the bartender bent my ID to the point where the lamination came off a tiny bit. Mikeayla with the tattoo on her thigh refused to serve me. It’s out of state, and they gave it extra scrutiny. I won’t come back.",2 months ago
Ummie's,Lauren Keeley,2 stars,I used to really enjoy coming here until tonight. The drunk blonde waitress with short hair was eating my food. Our server dylan was very nice,a year ago
Ummie's,Allison Sorensen,3 stars,"Had an okay experience here last night. Food was excellent, but we were just getting ready to head out after arriving and not being waited on for 25 minutes before someone came over with menus. Waiter never came back after he brought our …",5 years ago
Ummie's,Christopher R.,3 stars,"We went there on a Saturday in the early evening.  The atmosphere was good, and our waitress was friendly.   The drinks were large and cold and it wasn't very busy. …",7 years ago
Ummie's,Jodi Poehler,5 stars,"Love Ummies!  Always great food and service.  Specials are awesome - Tacos, chips, and queso today - yum!
Easy choice for our destination today.",11 months ago
Ummie's,Tavey Dicus,1 star,Didn’t get waited on until 15 minutes after being seated. Was never asked how the food was or anything of the sort. When we finally did get our food the onion rings were burnt and the fries were stale. Would not recommend if you are trying to have a nice decent meal. Will not return. (It also was not busy at all),4 years ago
Ummie's,good Hassam,3 stars,"Weak overpriced drinks u wait 20min for,  if they didnt have a kool patio id say skip it",9 months ago
Boulder Tap House,Danielle Lyn,5 stars,"The avocado fries are amazing. For my boyfriend and myself, the burgers were okay. But I didn't order the curd burger and I wish I did. Never stray from what you like I guess. My boyfriend asked for different curds on his burger and received the original. The staff was amazing and friendly!",2 months ago
Boulder Tap House,The Earth Stars,5 stars,"We were in the mood for some burgers and cheese curds.

This is a fun sports bar to eat at. There's plenty of tv's to get your sports …",5 months ago
Boulder Tap House,Cody Thompson,4 stars,"I've been here multiple times. Consistent good food at a fair price. Fun atmosphere with a bunch of TV's. Service can be hit or miss depending how busy they are, but it's usually pretty good service.",2 months ago
Boulder Tap House,Alexis Laubenthal,4 stars,"This was not our first time at a Boulder taphouse however this was our first time at the Mankato location. Our wait time was 15 minutes we were then seated and greeted within minutes by our waitress. She was friendly, but overall did not …",a month ago
Boulder Tap House,D Skogland,5 stars,Had to find a place to spend several hours while waiting for another engagement. We spent several hours here and talked with several staff. Their service was friendly and attentive. Had several different apps and tried a few different drinks. Everyone and everything was good. It has a good sports bar vibe and food.,3 months ago
